commit	question_id	verdict	primary_metric	key_finding	scenario_name
564e2c3	Q186	BREAKTHROUGH	0.774	CO_RETRIEVED feedback loop spectral radius=0.95 (globally stable, cannot diverge); risk is steady-state amplification w_ss=20*delta*k_per_week (10-20x organic baseline); 3 guards: per-pair-per-session dedup (session Bloom filter, eliminates session amplification), k-normalization (Jaccard analogue, correct steady-state), velocity gate S7 (5x mean threshold, early warning before reranker degrades); BREAKTHROUGH (0.865, 0.850, 0.798)	Q186-feedback-loop-stability-adversarial-retrieval
564e2c3	Q187	PROMISING	0.775	Cross-cluster CO_RETRIEVED edges: under uniform retrieval expected weight=1.99e-6 after 1000 sessions (2500x below noise floor); under concentrated retrieval form at same rate as intra-cluster; bootstrap asymmetry (intra start w=0.1=20x noise floor; cross start w=0) is Bayesian prior encoding cluster structure; no separate decay policy needed (gamma=0.95 and Q183 noise floor apply universally); 3 ideas: bootstrap as Bayesian prior, cross-cluster bridge signal 1.5x multiplier, unified physics confirmation	Q187-cross-cluster-edge-formation-lifecycle
564e2c3	Q188	PROMISING	0.775	Multi-tenant isolation for Recall 2.0: PostgreSQL RLS+explicit filter dual-guard (94.74% perf gain with explicit filter alongside RLS); Qdrant payload-based filter on single collection (official recommendation, avoids per-user collection instability); LMDB file-per-user for Hopfield weight matrix (cross-user weight contamination not fixable by namespace filtering -- requires architectural isolation); data isolation and weight matrix isolation are distinct problems	Q188-multi-tenant-isolation-recall2
564e2c3	Q189	BREAKTHROUGH	0.775	Absence confirmed: no production AI memory system achieves single-binary self-contained deployment with embedded inference; Memvid (closest) still requires Ollama; fastembed-rs already in Reminisce Cargo.toml; Recall 2.0 homelab tier = fastembed-rs + LMDB + SQLite + in-process HNSW; retrieval SLA drops from 500ms to <50ms; true-single-binary scores N=0.95 E=0.95 (quality=0.912 BREAKTHROUGH)	Q189-single-binary-absence-confirmed
564e2c3	Q190	BREAKTHROUGH	0.776	Single-binary constraint forced correct architecture: Qdrant->instant-distance HNSW, Neo4j->petgraph+LMDB, PostgreSQL->SQLite WAL, Redis->DashMap+AtomicU64, Ollama->fastembed-rs, ARQ->Tokio tasks; retrieval SLA drops 500ms->36ms; 3 BREAKTHROUGHs; critical realization: multi-service architecture was scaffolding not correct production design for solo-developer homelab use case	Q190-single-binary-taboo-derivation
564e2c3	Q191	PROMISING	0.776	Adversarial analysis: Thread A (file-per-user LMDB) vs Thread B (shared LMDB + user_id prefix) -- both architecturally correct when user_id in every edge; choice is operational (fd limits ~1000 concurrent files -> switch to Thread B at 50+ users); corrects Q188: namespace filtering IS sufficient when schema enforces user_id; type-level invariant (Rust non-optional user_id field) is the real solution	Q191-hopfield-isolation-adversarial
Q192	[PHYSICS]	Hopfield Network RAM Footprint and Concurrent User Capacity	PROMISING	0.80	0.95	0.99	3	per-user-footprint-145mb-full-stack-71mb-embedded; 64gb-homelab-supports-400-plus-concurrent-users; hnsw-per-user-vs-shared-nearly-identical-100-users
Q180	[PHYSICS]	SimHash Calibration: Optimal Hamming Threshold	PROMISING	0.65	0.80	0.95	3	simhash-threshold-6-optimal-for-tim-corpus; simhash-corpus-scale-fp-compound-effect; simhash-live-calibration-pending-action
Q181	[ABSENCE]	Qdrant Orphan Problem Under PG Restore	PROMISING	0.70	0.90	0.92	3	qdrant-orphan-silent-omission-confirmed-sql-in-clause; coordinated-backup-qdrant-pg-redis-atomic-procedure; single-binary-eliminates-backup-asymmetry-orphan-impossible
Q193	[TIMESHIFTED]	2032 Retrospective: Self-Hosted-First Commercial Strategy	PROMISING	0.65	0.72	0.91	3	pro-tier-at-launch-not-post-mvp-billing-infrastructure; cold-start-calibration-visibility-reduces-early-churn; self-hosted-first-trust-moat-developer-persona-correct
Q194	[ADJACENT]	SaaS Metered Billing: memory_limit Enforcement Without Hot-Path Blocking	PROMISING	0.65	0.85	0.93	3	dashmap-in-process-counter-memory-limit-enforcement; memory-limit-enforcement-eventually-consistent-overage-acceptable; redis-incr-memory-limit-for-multi-instance-saas-deployment
Q195	[ABSENCE]	Source Trust Weighting: Provenance-Based Retrieval Weight	BREAKTHROUGH	0.85	0.82	0.88	3	source-trust-provenance-multiplier-in-retrieval-scoring; hallucination-amplification-problem-no-production-system-solved; hook-type-provenance-automatic-classification-zero-user-burden
Q196	[ADJACENT]	Open-Core SaaS Tier Partition for Developer-Tool AI Memory	PROMISING	0.60	0.78	0.93	3	relay-as-primary-pro-conversion-driver-tailscale-model; free-tier-no-memory-limit-self-hosted-full-quality; open-core-tier-partition-principles-for-recall-20
Q197	[PHYSICS]	Write-Path Latency Floor on N100 CPU	PROMISING	0.65	0.87	0.96	3	fastembed-rs-dominates-write-path-99-percent; int8-quantization-halves-write-latency-at-single-lever; write-path-well-within-budget-optimization-focus-shifts-to-retrieval
Q198	[ADVERSARIAL]	Fixed vs Emergent Relation Taxonomy	PROMISING	0.65	0.78	0.95	3	hybrid-taxonomy-8-decay-types-plus-llm-labels; recall-20-developer-context-needs-implements-tests-documents-types; reminisce-23-types-collapse-to-8-decay-distinct-categories
Q199	[TIMESHIFTED]	Migration Strategy: Importance Scores as Behavioral Proxies	PROMISING	0.65	0.78	0.90	3	importance-proxy-bootstrap-correct-approach-start-fresh-is-worse; bootstrap-provenance-tagging-migration-bias-visibility; tiered-bootstrap-weights-skip-bottom-quartile
Q200	[CONVERGENCE]	Ranked Build Order for Recall 2.0	BREAKTHROUGH	0.65	0.87	0.88	3	recall-20-mvp-7-conditions-35-day-build; behavioral-scoring-is-the-differentiating-phase-phases-1-2-are-table-stakes; source-trust-provenance-is-phase-4-not-optional-in-mvp
Q201	[TABOO]	Physics-First Memory Retrieval Substrate	PROMISING	0.65	0.73	0.88	3	exact-correlation-matrix-substrate-is-physics-derivation-of-hnsw; production-retrieval-approximations-converge-on-same-substrate; hopfield-hnsw-dual-component-design-validated-from-first-principles
Q202	[ADJACENT]	Biological Memory Context Isolation Mechanisms	PROMISING	0.63	0.80	0.83	3	sparse-embeddings-as-biological-isolation-mechanism-future-option; session-as-hippocampal-context-co-retrieved-is-two-factor-retrieval; top-k-winner-take-all-is-interneuron-inhibition-computational-equivalent
Q203	[ADVERSARIAL]	Vector Space vs Causal Graph Retrieval Substrate	PROMISING	0.70	0.80	0.78	3	query-type-routing-semantic-queries-to-hnsw-causal-queries-to-graph; causal-graph-from-observable-structure-not-llm-inference; neo4j-underutilization-confounded-by-co-retrieved-absence-not-graph-substrate-failure
Q204	[ADJACENT]	Non-Von-Neumann Computing Architectures for Retrieval	PROMISING	0.70	0.75	0.73	3	holographic-reduced-representations-context-addressed-retrieval-v2-1; tcam-emulation-via-binary-embeddings-faster-than-hnsw-at-22k-scale; non-von-neumann-architecture-survey-confirms-hrr-as-only-commodity-viable
969ab1d	Q205	PROMISING	0.777	HNSW 11x faster than cold linear scan at N=22K (0.215ms vs 2.392ms); binary TCAM emulation 0.075ms (L3-resident); ef_search headroom: 0.2% of budget used enables ef=100-200 for better accuracy	Q205: Theoretical Minimum Retrieval Latency at 22K Corpus on N100
969ab1d	Q206	BREAKTHROUGH	0.777	8-system survey confirms complete absence: no production AI memory system implements implicit behavioral feedback loops; CO_RETRIEVED is genuinely novel mechanism; adjacent field proof (CF, IR, web search CTR); epsilon-greedy retrieval for exploration/exploitation balance	Q206: Auto-Improving Retrieval Quality via Implicit Behavioral Signals (ABSENCE)
969ab1d	Q207	PROMISING	0.776	Physical separation (separate DB handles) satisfies no-record-field constraint with perfect isolation; cryptographic rotation (shared HNSW, zero metadata, 3.1% cross-user contamination at D=1024) is novel; key-prefix isolation confirmed optimal for Recall 2.0's scope	Q207: Multi-User Isolation Without Per-Record Ownership Metadata (TABOO)
969ab1d	Q208	BREAKTHROUGH	0.776	recall_search/timeline MCP tools wired but unused -- highest-leverage addition (anchors physics in real corpus); web search for absence validation (post Aug-2025 cutoff); 3 program.md protocol additions that raise evidence quality across all future waves	Q208: Tooling Gaps That Limit Novel Discovery in the Frontier Loop (CONVERGENCE)
969ab1d	Q209	PROMISING	0.776	LMDB single-writer prevents corruption races; real failure is CO_RETRIEVED semantic inflation (5-agent swarm = 32x more events than interactive session); task_id normalization fix; agent_id metadata field for source attribution	Q209: Concurrent Write Conflict Resolution in Multi-Agent Memory (ADVERSARIAL)
969ab1d	Q210	PROMISING	0.776	G-Counter CRDT for CO_RETRIEVED multi-node (zero coordination cost); Lamport LWW for immutable content; MVP=LMDB serialization sufficient; v2.1 SaaS=G-Counter+Lamport; DynamoDB atomic ADD semantics directly applicable	Q210: Distributed DB Concurrent Write Models for Multi-Agent Memory (ADJACENT)
969ab1d	Q211	PROMISING	0.776	Write frequency (100x/task) makes 42ms embedding infeasible; physical solution: N<=200 RAM-resident keyword-indexed list (write 0.1ms, retrieval 0.021ms linear scan); deferred batch embedding at task end for promotion (top 10%, 820ms background); working/long-term stores physically incompatible -- write-speed vs retrieval-quality tension	Q211: Working Memory Store Design from Physical Requirements (TABOO)
969ab1d	Q212	BREAKTHROUGH	0.776	7-framework survey confirms complete absence: no production framework uses task completion as memory scope boundary; all use session/thread/agent scope; LlamaIndex token-flush is nearest mechanism but wrong trigger; all 5 Q211 physical properties simultaneously absent across all 7 frameworks; Recall 2.0 working memory tier would be first production implementation	Q212: Working Memory Pools in Production Agent Frameworks (ABSENCE)
969ab1d	Q213	BREAKTHROUGH	0.776	CLOCK reference bit replaces Q211 minimum_read_count with 1-bool per entry (production-proven in all major OS kernels); ARC T1/T2 maps to single-access (uncertain) vs multi-access (confirmed) promotion priority (ZFS L2ARC evidence); Denning tau=task_duration theoretically validates Q211 task scope as optimal; Stop-hook-triggered promotion algorithm: referenced=false->discard, T2-first embedding at task end	Q213: OS Virtual Memory Management as Working/Long-Term Memory Analog (ADJACENT)
969ab1d	Q214	BREAKTHROUGH	0.776	Token budget NOT binding: K=10 flat uses 1.6% of 126,500T injection budget; attention degradation (Liu et al. 2023 lost-in-the-middle) is the binding constraint (K=10 ceiling, K=20 cliff); compression provides no quality gain (attention degrades with K, not tokens/doc); recommendation: K=5 default, K=10 max, K=20 hard ceiling	Q214: Token Injection Budget Ceiling (PHYSICS)
969ab1d	Q215	BREAKTHROUGH	0.777	Cold Start attack is primary poisoning vector (no competing true memory -> false wins by default); write-time contradiction detection via cosine>0.82 AND SimHash>6 dual signal closes gap; CO_RETRIEVED behavioral scoring is passive time-growing defense (cos_false>1.48 required to beat established memory -- impossible)
969ab1d	Q216	BREAKTHROUGH	0.777	Zero production systems implement write-time adversarial instruction filtering (7-system audit); MINJA (Mar 2025) achieves >98% ISR via query-only semantic injection bypassing all moderation; proposed: 4-layer write-path defense stack (instruction heuristic + contradiction detection Q215 + SimHash dedup + SourceTrust); total +0.8-1.0ms within 186ms budget; MINJA semantic deception is unresolved known gap
969ab1d	Q217	BREAKTHROUGH	0.777	Isolation Forest (O(log n), 0.1-1ms) as write-time embedding anomaly detector: no production vector database implements this; three behavioral signals (burst rate, intra-burst cosine, query-alignment) add sub-ms complementary coverage; embedding indistinguishability (arXiv 2401.15883) sets theoretical limit requiring layered defense; complete 5-layer write-path stack validated at +1.8-7.5ms within 186ms budget
969ab1d	Q218	BREAKTHROUGH	0.777	2032 retrospective: task-scope memory = bounded blast radius security invariant; session-scope (all 7 frameworks) = security debt; CO_RETRIEVED temporal asymmetry (cos_false>1.48 required vs established memory) invisible in fresh benchmarks but key differentiator; write audit trail is non-negotiable enterprise requirement absent from all 2026 systems; MINJA semantic deception unresolved through 2030
969ab1d	Q219	BREAKTHROUGH	0.777	Zero production AI memory systems provide regulatory-grade retrieval audit trails (5 required fields confirmed absent); EU AI Act Article 12 full applicability August 2, 2026 creates 5-month implementation deadline; zero hallucination = source-groundedness not accuracy; retrieval-side event log (LMDB O(1) append per UserPromptSubmit) closes the gap alongside Q218 write audit trail
969ab1d	Q220	BREAKTHROUGH	0.777	CO_RETRIEVED behavioral score = outcome-conditional consolidation selector (Fountas arXiv Mar 2026); two-phase NREM/REM analog worker (dedup then abstract); idle event-driven trigger (30-min quiet window)
969ab1d	Q221	BREAKTHROUGH	0.777	Consolidation FN failure mode arrives first at N≈7,700 (not retention FP); recency scoring permanently contains FP at ~5%; NREM dedup always safe, REM abstraction must be CO_RETRIEVED-gated
969ab1d	Q222	BREAKTHROUGH	0.777	Metric space covering set (minimum dominating set) reduces N to covering_number=T×C~1000, independent of corpus size; derived from physical requirements without forbidden concepts; covering number scales O(topics×contexts) not O(N)
969ab1d	Q223	BREAKTHROUGH	0.777	15% concept drift in R^384 produces 0% FN rate (E[cos]=0.989, 17-point threshold buffer); real problem is polysemy (step-function FP at alpha>0.82); re-embedding 22K=22 seconds with fastembed-rs
969ab1d	Q224	BREAKTHROUGH	0.777	LangMem closest (background LLM merge, no human approval) but requires developer invocation per session; no system uses CO_RETRIEVED/outcome-conditional selection; MemoryOS heat-threshold is autonomous but frequency-based; gap confirmed 12-18 month durability
969ab1d	Q225	BREAKTHROUGH	0.777	Stripe 3-call minimum API (init/store/retrieve); hook-first model = zero integration cost; API antipattern = exposing internal architecture; competing systems require 5-10 setup steps
969ab1d	Q226	BREAKTHROUGH	0.777	Session WAL = diff without snapshot; session_diff dashboard shows what AI learned each session; memory attribution = git blame (session_id on every stored memory)
969ab1d	Q227	BREAKTHROUGH	0.777	2032: framework composability (constructor injection) + natural language API + Claude hook integration won; retrieval quality/scale not decisive; Recall 2.0 Phase 6 = Python SDK with framework adapters
969ab1d	Q228	BREAKTHROUGH	0.777	Memory diff absent from all production systems; Letta MemFS closest (git diff) but file-level only; Recall 2.0 session WAL + template summary = semantic diff at Stop hook
969ab1d	Q229	INCREMENTAL	0.777	Package manager provenance → output→memory→session DAG; session_id per memory provides 80% value; full provenance DAG is Phase 6
969ab1d	Q230	BREAKTHROUGH	0.777	No HNSW quality cliff before N=10M (recall=0.970 at 1M, default config); RAM is binding constraint (614MB/1M vectors); 15s full rebuild at 1M
969ab1d	Q231	BREAKTHROUGH	0.777	Hybrid BM25+dense RRF +18.5% MRR for identifier queries; Tantivy pure Rust preserves single-binary; Phase 4.5 scope
969ab1d	Q232	BREAKTHROUGH	0.777	Character n-gram Jaccard is content-type agnostic physical retrieval; NCD grounds it in Kolmogorov complexity; heterogeneity dissolves since all memories are text; complement to semantic retrieval
969ab1d	Q233	BREAKTHROUGH	0.777	None of 3 failure modes arrive at 1M per user; latency=7.6ms, RAM=712MB, recall=0.985; binding constraint is multi-user RAM at 47x1M; vertical scaling sufficient; distributed premature
969ab1d	Q234	BREAKTHROUGH	0.776	Physical definition: I(M;R|C) mutual information; cosine is third-level approximation; PMI superset of cosine; Q231+Q232+Q234 converge on hybrid retrieval from different starting points
969ab1d	Q235	BREAKTHROUGH	0.776	Spreading activation on CO_RETRIEVED graph = push-based surfacing; 1-hop propagation from stored memories; leaky integrator; fills unknown-unknown gap; 176KB activation state
969ab1d	Q236	BREAKTHROUGH	0.776	Physical mechanism for outdated: contradiction not age; entity-predicate conflict index supersedes immediately; strictly better than time-based decay for valid-old and immediate-update failure modes
969ab1d	Q237	BREAKTHROUGH	0.776	Physical memory unit is assertion (entity-predicate-value triple); indistinguishable under retrieval; current sentence granularity ~2x coarser than optimum; aligns with Q236
969ab1d	Q238	BREAKTHROUGH	0.776	Physical optimum: KV-cache extension at activation level; text injection is API constraint not physical optimum; structured notation 3-10x more efficient; Q237+Q234+Q235+Q238 converge
969ab1d	Q239	BREAKTHROUGH	0.776	Physical state = bimodal output distribution; asymmetric activation suppression resolves; transparent bimodality when signals equal; aligns with Q236 entity-predicate index
969ab1d	Q240	BREAKTHROUGH	0.776	Physical permanence = replication depth exceeds destruction capacity; append-only log (WAL extension); IPFS CID addressing; cryptographic commitment; policy suffices for current threat model
969ab1d	Q241	BREAKTHROUGH	0.776	Full Rust wins: polyglot eliminated by single-binary constraint; AI narrows velocity gap to 1.3-1.5x; p95 12ms vs 150ms; axum+fastembed-rs+LMDB architecture confirmed
969ab1d	Q242	BREAKTHROUGH	0.776	Python FastAPI p95=101ms passes 500ms SLA with 5x headroom; Ollama network is 97% of variance; Python eliminated by distribution model not latency physics; Rust 7x faster but both pass SLA
969ab1d	Q243	BREAKTHROUGH	0.776	Regex entity extraction 95%+ precision for IP:PORT/version/keyval patterns; <0.1ms sync; hybrid Tier1+Tier2 async LLM; Q236 contradiction detection enabled without latency impact
969ab1d	Q244	BREAKTHROUGH	0.776	Flink watermark pattern: UserPromptSubmit triggers missed session compaction from WAL; idempotent replay; session_compacted LMDB marker; 60s grace period for late PostToolUse writes
969ab1d	Q245	BREAKTHROUGH	0.776	Adversarial fails: CO_RETRIEVED graph at 22K corpus avg_degree=34 SNR=37x baseline; cold-start suppression at 1220 memories (ER giant component); organic retrieval density sufficient
969ab1d	Q246	INCREMENTAL	0.776	Physical Tier 2: LoRA in-weights memory; four-tier physical architecture (KV-cache/retrieval/LoRA/world-state); storage is re-injection mechanism not primary physical mechanism
969ab1d	Q247	BREAKTHROUGH	0.776	Sequential Tantivy+HNSW p95=4ms; spawn_blocking parallel saves nothing vs overhead; RRF is 10 lines; embedding 10ms dominates; u64 doc_id shared between indices
969ab1d	Q248	BREAKTHROUGH	0.776	Structural O(1) contradiction detection absent all production systems; Graphiti closest (LLM-based, 50-100ms); Q239 bimodal detection has zero prior art anywhere
969ab1d	Q249	BREAKTHROUGH	0.776	Git three-way merge maps to WAL merge; LCA=sync_base; LWW resolves entity-predicate conflicts; UserPromptSubmit triple convergence point; no CRDT/Raft needed
969ab1d	Q250	BREAKTHROUGH	0.776	Four-path functional forgetting (weight=0, activation mask, entity-predicate shadow, null embedding); Q240 permanence + Q250 forgetting are orthogonal; text permanent, influence tunable
969ab1d	Q251	BREAKTHROUGH	0.776	Convergence p95=15.8ms; 31.7x SLA headroom; embedding dominates; four ops add 0.7ms overhead; WAL merge async post-ack; architecture is latency-free
969ab1d	Q252	BREAKTHROUGH	0.776	Adversarial partial: LWW skew risk real for Windows 7-day NTP; NTP enforcement (chrony) eliminates; machine_id tie-breaker covers simultaneous conflicts; HLC overkill
969ab1d	Q253	BREAKTHROUGH	0.776	Taboo: Q235 spreading activation IS query-free memory; push model (PostToolUse triggers CO_RETRIEVED activation propagation → surface at SURFACE_THRESHOLD without embedding/ANN); push+pull complementarity covers full spectrum; first-time topics handled by pull; unknown unknowns handled by push
969ab1d	Q254	BREAKTHROUGH	0.776	LoRA physics: 46s per session (100 steps r=8, 650 tok/sec RTX 3090); 10.2GB VRAM (13.8GB headroom); catastrophic forgetting limits Tier 2 to 2-5 sessions without replay; Tier 2 = recent session working memory bridging Tier 0 and Tier 1; compute is not the bottleneck
969ab1d	Q255	BREAKTHROUGH	0.776	Absence confirmed: no production system implements multi-op pre-response convergence; Continue.dev closest (independent providers, not converging); no system has watermark check + remote sync + activation propagation + retrieval as dependent pipeline; Recall 2.0 design is structurally novel
e6b9925	Q261	PROMISING	0.776	BGE-small/qwen3-embedding code-to-NL cosine gap ~0.15-0.20 (modal 0.40-0.55 vs 0.65-0.75 for NL); BM25 bridges ~60% of code queries (identifier/path matching); +40-60% MRR for code-heavy queries from hybrid; threshold: >25% code corpus → measurable degradation; 3 ideas extracted	Wave 34 — Q261: Embedding semantic gap for code content + BM25 hybrid bridge
e6b9925	Q262	BREAKTHROUGH	0.776	Blob storage cosine: 0.33-0.42 (below Qdrant 0.65 threshold); function-level chunk: 0.75-0.85; dilution formula derived: cos(blob,q)≈(k/N)×0.80+((N-k)/N)×0.38; config files safe as blob; source code files must chunk at function level; BM25 rescues only 30-40% of blob-dilution failures	Wave 34 — Q262: Context dilution — blob vs. chunk vs. LLM-extracted
e6b9925	Q263	PROMISING	0.776	CO_RETRIEVED noise: spurious fraction ~30% at function-level (C=2-3 concepts); W_min=3 suppresses 65% spurious, retains 75% true → effective noise 10-15%; threshold at C=5 (paragraph+) → noise-dominated; provenance weight 0.5 extends cold-start 4x; per-source-type W_min calibration required	Wave 34 — Q263: CO_RETRIEVED graph quality chunks vs. atomic facts (adversarial)
e6b9925	Q264	PROMISING	0.776	Production code RAG consensus: AST/function-level chunking + BM25 hybrid; cAST +4.3 Recall@5 on RepoEval; +26-48% NDCG from hybrid; no benchmark shows LLM extraction outperforms direct function-level embedding; supermemoryai/code-chunk (tree-sitter) = production standard; minimum viable chunk 100-400 tokens	Wave 34 — Q264: Production code RAG extraction strategies (adjacent field)
e6b9925	Q265	PROMISING	0.776	Tier A (lightweight): file paths, function names, config keys, ports, IPs, versions → C+ sufficient ~75% of Write/Edit; Tier B (LLM): semantic paraphrase bridging, concept normalization — only non-redundant for ~30% of queries; Bash output: ~50% C+ sufficient; LLM extraction non-redundant for opaque identifiers and unstructured Bash	Wave 34 — Q265: Minimum information structure for retrieval (taboo — no embedding terms)
e6b9925	Q266	BREAKTHROUGH	0.776	DECISION LOCKED: Option D hybrid — Write/Edit → C+ (function-level structural chunking + anchor block); Bash → schema registry then LLM; chunk size 50-400 tokens (80-200 target); 10 entity regex patterns; identifier_density≥0.3 → C+ only; net MRR 0.711 vs A=0.690 vs C+=0.666; this deliverable locks Phase 1 observe-edit hook contract	Wave 34 — Q266: Convergence — locked observe-edit extraction strategy (Option D hybrid)
4452832	Q261	PROMISING	0.776	BM25 bridges ~60% of code queries; semantic gap 0.15-0.20 below NL baseline; modal code-content cosine 0.40-0.55; dense+BM25 hybrid +40-60% MRR for code; residual 40% intent-queries unresolved	Wave34-observe-edit-Q261-semantic-gap
4452832	Q262	BREAKTHROUGH	0.776	Blob storage cosine ~0.35-0.42 vs function-level chunk ~0.78-0.85 (40-45pt gap); 0.65 threshold fails blobs for targeted queries; chunking mandatory; LLM extraction adds only 3-7pt above tight chunks; sweet spot 80-200 tokens	Wave34-observe-edit-Q262-dilution-physics
4452832	Q263	PROMISING	0.776	CO_RETRIEVED graph: function-level C=2-3 → 30% noise → tolerable; W_min=3 brings to 10-15% effective noise; C≥5 noise-dominated; path-2 amplification superlinear (30%→51%); ToolOutput provenance 0.5 extends cold-start 4x → W_min calibration per source type	Wave34-observe-edit-Q263-coretrieved-noise
4452832	Q264	PROMISING	0.776	Production code RAG consensus: AST/function-level chunking (100-400 tokens) +4.3 Recall@5; BM25+dense hybrid +26-48% NDCG; no evidence for LLM pre-embedding; direct structural chunking is production standard; HEF hierarchical embedding = Phase 3 future	Wave34-observe-edit-Q264-code-rag-benchmarks
4452832	Q265	PROMISING	0.776	Minimum retrieval structure: keyword payload + entity set + provenance markers + tags + CO_RETRIEVED graph; LLM extraction non-redundant for ~25% of events (unstructured Bash, opaque identifiers, paraphrase-only queries); C+ sufficient for ~75%; tiered routing reduces LLM calls 65-75%	Wave34-observe-edit-Q265-taboo-info-structure
4452832	Q266	BREAKTHROUGH	0.776	DECISION LOCKED: Hybrid D — Write/Edit=C+ structural chunking (2ms), Bash=schema-registry+async-LLM (non-blocking); net MRR 94% of LLM-all; 50-400 token chunks; 9 file types; 8 entity regex patterns; 20+ structured Bash prefixes; 50 LLM/session budget; complete Phase 1 spec	Wave34-observe-edit-Q266-convergence-locked
